ID,Curso,Descricao,Competencias provaveis
648,Ferramentas de Gestão nas Transferências da União,"Descubra como otimizar a gestão de recursos públicos da União! Aprenda a usar ferramentas essenciais, como o Portal Transferegov.br, painéis gerenciais e aplicativos do Parceriasgov.br, para tornar os processos mais eficientes e transparentes. Dividido em três módulos práticos, este curso vai fortalecer suas competências técnicas e transformar sua atuação na gestão pública.",[]
1343,Previdência Complementar Aplicada às Empresas Estatais,"O curso tem como finalidade tratar da responsabilidade dos conselheiros de administração de empresas estatais federais em relação aos fundos de pensão, apresentando as competências dos órgãos regulatórios e fiscalizadores, as normas mais relevantes vigentes, bem como introduzir conceitos sobre previdência complementar.","['gestão de processos', 'gestão pública', 'administração pública', 'accountability', 'direito administrativo', 'auditoria governamental', 'políticas públicas', 'gestão de serviços públicos', 'accountability pública']"
1345,Conceitos Básicos de Finanças e Contabilidade para Empresas Estatais,"Neste curso você conhecerá os principais fundamentos de contabilidade e finanças, ferramentas essenciais para uma gestão embasada em empresas estatais. Aqui, você encontrará conceitos e práticas que o ajudarão a entender melhor o cenário contábil-financeiro da empresa, proporcionando mais segurança na análise dos dados financeiros e, consequentemente, na tomada de decisões.",['metodologias ativas']
850,Entenda a Política Nacional de Cultura Viva e sua aplicabilidade na Diversidade Cultural Brasileira,"Aprenda as bases teóricas e práticas para implementar e gerir a PNCV nos territórios. O curso facilita a compreensão da política, promovendo uma gestão compartilhada entre União, estados, municípios, organizações culturais e a sociedade.",[]
1344,Elaboração de Planos de Entrega e de Trabalho do PGD,Aprenda a fazer os planos de entregas e a pactuar planos de trabalho com os membros da sua equipe para organizar o trabalho e alcançar resultados do PGD.,"['gestão de projetos', 'gestão de processos', 'planejamento estratégico', 'trabalho em equipe', 'gestão de equipes']"
1347,"Comunicação Assertiva: Oratória, Retórica e Técnicas de Apresentação","Neste curso, você vai compreender e aplicar os princípios da comunicação assertiva em diferentes contextos culturais, utilizando elementos e estratégias de retórica e oratória para formular argumentos eficazes e engajar o público-alvo.",['comunicação assertiva']
651,"Convênios de Educação, Ciência, Tecnologia e Inovação - ECTI: Execução",Quer aprender o passo a passo de cada etapa na execução de instrumentos no Módulo de Transferências Discricionárias e Legais do Transferegov.br? Este curso é para você! Descubra como realizar essas ações de forma prática e eficiente. Inscreva-se agora!,"['metodologias ativas', 'design instrucional']"
1333,Informação de Documentos e Mineração de Conhecimentos,"Explore como extrair informações de vários tipos de documentos usando a IA do Azure, uma solução para obter as informações de um documento sem ter que digitá-las, e como criar uma busca que nos retorne dados com a maior precisão possível por meio da mineração do conhecimento. Ficou interessado? Inscreva-se!",['análise de dados']
1330,"Migrações, Meio Ambiente e Mudança do Clima no Brasil","Descubra como as migrações internas no Brasil são impactadas pelo meio ambiente e pelas mudanças climáticas. Este curso prepara gestores municipais para desenvolver políticas públicas mais resilientes, considerando fatores como desmatamento, secas e inundações. Aprimore sua compreensão sobre o tema e contribua para a proteção dos direitos humanos e de um meio ambiente sustentável!",[]
1339,Direito de Águas à Luz da Governança,"O curso proporciona uma compreensão abrangente da governança das águas, abordando desde os princípios legais até os instrumentos práticos de gestão. Ao longo do estudo, você vai explorar temas como a natureza da água como bem público, sua classificação para diferentes usos, o sistema de informação sobre recursos hídricos, a cobrança pelo uso desses recursos, o papel de órgãos como o CNRH e os Comitês de Bacia Hidrográfica, entre outros. Ficou interessado? Inscreva-se!",[]
1340,Projetos e Minutas de Lei sobre Reurb,"Este curso ensina a elaborar projetos e minutas de lei para a Regularização Fundiária Urbana, ajudando a reduzir a informalidade nas cidades. Ele fornece ferramentas para pessoas e entidades envolvidas no processo de Reurb em todo o país, contribuindo para a efetivação de políticas públicas e a promoção da segurança jurídica e urbanística. Quer saber mais? Inscreva-se.","['gestão pública', 'gestão de cidades inteligentes', 'atendimento ao cidadão']"
1046,Fiscalização e Controle da Administração Pública Municipal,"Descubra como a política está presente no dia a dia das cidades! Aprenda a fiscalizar e controlar a gestão pública municipal, garantindo serviços eficientes e transparência. Domine as ferramentas legislativas essenciais para monitorar ações do poder público e promover direitos fundamentais. Inscreva-se e contribua para uma administração mais justa e responsável na sua comunidade!","['gestão pública', 'administração pública', 'ética no serviço público', 'accountability', 'governo digital', 'direito administrativo', 'transparência pública', 'auditoria governamental', 'políticas públicas', 'atendimento ao cidadão', 'gestão de serviços públicos', 'accountability pública']"
645,Módulo de Obras: Cadastro do Projeto Básico,"Domine o cadastro de projetos no Transferegov.br! Aprenda o conceito de projeto básico, seu registro no sistema e a organização da documentação essencial, incluindo licenças, ARTs, QCI, planilhas orçamentárias e cronogramas físico-financeiros. Descubra como assegurar a aprovação pelos órgãos competentes. Quer saber mais? Inscreva-se.",['design instrucional']
1159,Programas e Serviços para a Primeira Infância na Administração Pública,"No âmbito da iniciativa Urban95, o curso visa apoiar os gestores e equipes técnicas municipais a pensar programas voltados para a Primeira Infância, especialmente nas políticas que atuam nos espaços públicos das cidades ou que tenham algum tipo de atuação no território. Quer saber mais? Inscreva-se.","['gestão de projetos', 'gestão pública', 'administração pública', 'gestão de cidades inteligentes', 'atendimento ao cidadão', 'gestão de serviços públicos']"
1158,A Primeira Infância nas Cidades,"No âmbito da iniciativa Urban95, o curso apoia gestores e equipes técnicas municipais na incorporação da Primeira Infância à gestão pública, especialmente em políticas voltadas aos espaços públicos das cidades ou com atuação territorial. Quer saber mais? Inscreva-se!","['gestão de projetos', 'gestão pública', 'administração pública', 'políticas públicas', 'gestão de cidades inteligentes', 'atendimento ao cidadão', 'gestão de serviços públicos']"
1157,Políticas Públicas e Governança para a Primeira Infância,"No âmbito da iniciativa Urban95, o curso tem como objetivo capacitar gestores e servidores das prefeituras municipais para incorporar o tema da Primeira Infância na gestão pública, ampliar a escala, integrar e institucionalizar as políticas públicas voltadas para a Primeira Infância. Quer saber mais? Inscreva-se!","['gestão pública', 'administração pública', 'políticas públicas', 'gestão de cidades inteligentes', 'atendimento ao cidadão', 'gestão de serviços públicos']"
1280,Políticas Públicas para a Infraestrutura,"Você já se perguntou como as políticas públicas influenciam a infraestrutura? Descubra as ferramentas essenciais para a formulação de políticas, compreenda a relação entre infraestrutura e desenvolvimento econômico, e aprenda a estruturar projetos sustentáveis e economicamente viáveis. Quer saber mais? Inscreva-se!",['políticas públicas']
1332,O Papel dos Conselhos de Administração das Empresas Estatais,"O curso tem como finalidade apresentar a missão, competências, deveres, responsabilidades, funcionamento, remuneração, capacitação e defesa judicial e administrativa do Conselho de Administração, dentre outros. Trata também do relacionamento com outros órgãos societários da empresa estatal, além de descrever as estruturas de apoio ao colegiado.","['administração pública', 'direito administrativo', 'auditoria governamental']"
